display_name,version,kind,code_count,trigger_count,codes_sha256
Colorado tick fever Reporting Specification Grouper,20260327,rsg,74,22,6fe4582ef97f29d5
Colorado tick fever Reporting Specification Grouper,20260731,rsg,74,22,6fe4582ef97f29d5
Congenital Posterior Urethral Valves Reporting Specification Grouper,20250328,rsg,2,2,7d8f45c4151f1cbc
Congenital Posterior Urethral Valves Reporting Specification Grouper,20250829,rsg,2,2,7d8f45c4151f1cbc
Congenital Posterior Urethral Valves Reporting Specification Grouper,20250829,rsg,2,2,7d8f45c4151f1cbc
Congenital Posterior Urethral Valves Reporting Specification Grouper,20250829,rsg,2,2,7d8f45c4151f1cbc
Congenital Posterior Urethral Valves Reporting Specification Grouper,20260327,rsg,2,2,7d8f45c4151f1cbc
Congenital Posterior Urethral Valves Reporting Specification Grouper,20260731,rsg,2,2,7d8f45c4151f1cbc
Congenital Rubella Syndrome (CRS) Reporting Specification Grouper,20241008,rsg,1732,61,6cec3fe568e34741
Congenital Rubella Syndrome (CRS) Reporting Specification Grouper,20250328,rsg,1790,61,e6335ffc2dbb629a
Congenital Rubella Syndrome (CRS) Reporting Specification Grouper,20250829,rsg,1791,62,eab36b3f8bf87fb7
Congenital Rubella Syndrome (CRS) Reporting Specification Grouper,20250829,rsg,1791,62,eab36b3f8bf87fb7
Congenital Rubella Syndrome (CRS) Reporting Specification Grouper,20250829,rsg,1791,62,eab36b3f8bf87fb7
Congenital Rubella Syndrome (CRS) Reporting Specification Grouper,20260327,rsg,1955,63,14db78b34c3883b3
Congenital Rubella Syndrome (CRS) Reporting Specification Grouper,20260731,rsg,1948,67,6a1ade96442aa003
Congenital cytomegalovirus (cCMV) infection and disease Reporting Specification Grouper,20241008,rsg,738,135,7d802a35858c08d5
Congenital cytomegalovirus (cCMV) infection and disease Reporting Specification Grouper,20250328,rsg,833,211,b3e134d557e69ef4
Congenital cytomegalovirus (cCMV) infection and disease Reporting Specification Grouper,20250829,rsg,834,211,9f62ec01db35d4f1
Congenital cytomegalovirus (cCMV) infection and disease Reporting Specification Grouper,20250829,rsg,834,211,9f62ec01db35d4f1
Congenital cytomegalovirus (cCMV) infection and disease Reporting Specification Grouper,20250829,rsg,834,211,9f62ec01db35d4f1
Congenital cytomegalovirus (cCMV) infection and disease Reporting Specification Grouper,20260327,rsg,837,211,183900bb1cf48f33
Congenital cytomegalovirus (cCMV) infection and disease Reporting Specification Grouper,20260731,rsg,837,211,183900bb1cf48f33
Creutzfeldt-Jakob Disease (CJD) and Variant Creutzfeldt-Jakob Disease (vCJD) Reporting Specification Grouper,20241008,rsg,71,36,5842135e38596d15
Creutzfeldt-Jakob Disease (CJD) and Variant Creutzfeldt-Jakob Disease (vCJD) Reporting Specification Grouper,20250328,rsg,71,36,5842135e38596d15
Creutzfeldt-Jakob Disease (CJD) and Variant Creutzfeldt-Jakob Disease (vCJD) Reporting Specification Grouper,20250829,rsg,71,36,5842135e38596d15
Creutzfeldt-Jakob Disease (CJD) and Variant Creutzfeldt-Jakob Disease (vCJD) Reporting Specification Grouper,20250829,rsg,71,36,5842135e38596d15
Creutzfeldt-Jakob Disease (CJD) and Variant Creutzfeldt-Jakob Disease (vCJD) Reporting Specification Grouper,20250829,rsg,71,36,5842135e38596d15
Creutzfeldt-Jakob Disease (CJD) and Variant Creutzfeldt-Jakob Disease (vCJD) Reporting Specification Grouper,20260327,rsg,71,36,5842135e38596d15
Creutzfeldt-Jakob Disease (CJD) and Variant Creutzfeldt-Jakob Disease (vCJD) Reporting Specification Grouper,20260731,rsg,71,36,5842135e38596d15
Cryptococcosis Reporting Specification Grouper,20241008,rsg,937,86,14c861ab8eeb4d1b
Cryptococcosis Reporting Specification Grouper,20250328,rsg,959,89,0b68d540071c4517
Cryptococcosis Reporting Specification Grouper,20250829,rsg,959,89,0b68d540071c4517
Cryptococcosis Reporting Specification Grouper,20250829,rsg,959,89,0b68d540071c4517
Cryptococcosis Reporting Specification Grouper,20250829,rsg,959,89,0b68d540071c4517
Cryptococcosis Reporting Specification Grouper,20260327,rsg,965,89,b3c8f881122fe457
Cryptococcosis Reporting Specification Grouper,20260731,rsg,965,89,b3c8f881122fe457
Cryptosporidiosis Additional Context Clinical Lab Result Codes,7.0.0,acg,2,0,d4065100b7db84b9
Cryptosporidiosis Additional Context Diagnosis Codes,7.0.0,acg,2813,0,5d105b19ded64c72
Cryptosporidiosis Additional Context Medication Codes,7.0.0,acg,6977,0,fa7766b615f03f9c
Cryptosporidiosis Additional Context Symptom Codes,2.0.0,acg,54,0,039f1bd75f44ac58
Cryptosporidiosis Additional Context Symptom Codes,3.0.0,acg,54,0,039f1bd75f44ac58
Cryptosporidiosis Additional Context Symptom Codes,4.0.0,acg,53,0,277df0d196cbaeb6
Cryptosporidiosis Additional Context Symptom Codes,5.0.0,acg,53,0,277df0d196cbaeb6
Cryptosporidiosis Additional Context Symptom Codes,6.0.0,acg,54,0,039f1bd75f44ac58
Cryptosporidiosis Additional Context Symptom Codes,7.0.0,acg,339,0,cb81c48ea3f15b6f
Cryptosporidiosis Reporting Specification Grouper,20241008,rsg,665,76,f4b05c46afed2988
Cryptosporidiosis Reporting Specification Grouper,20250328,rsg,669,76,e9778ae1f90f2dae
Cryptosporidiosis Reporting Specification Grouper,20250829,rsg,679,86,e9ff7838638cb0d4
Cryptosporidiosis Reporting Specification Grouper,20250829,rsg,679,86,e9ff7838638cb0d4
Cryptosporidiosis Reporting Specification Grouper,20250829,rsg,679,86,e9ff7838638cb0d4
Cryptosporidiosis Reporting Specification Grouper,20260327,rsg,684,86,d8912c536be1e57d
Cryptosporidiosis Reporting Specification Grouper,20260731,rsg,688,90,235f8364ae8c6c51
Cyanobacteria and Cyanotoxin Poisoning Reporting Specification Grouper,20241008,rsg,567,3,0ec8e9b470970278
Cyanobacteria and Cyanotoxin Poisoning Reporting Specification Grouper,20250328,rsg,572,3,47b6963f33a41f6b
Cyanobacteria and Cyanotoxin Poisoning Reporting Specification Grouper,20250829,rsg,588,3,0eb0e386b59dc476
Cyanobacteria and Cyanotoxin Poisoning Reporting Specification Grouper,20250829,rsg,588,3,0eb0e386b59dc476
Cyanobacteria and Cyanotoxin Poisoning Reporting Specification Grouper,20250829,rsg,588,3,0eb0e386b59dc476
Cyanobacteria and Cyanotoxin Poisoning Reporting Specification Grouper,20260327,rsg,617,3,0658d9032493984f
Cyanobacteria and Cyanotoxin Poisoning Reporting Specification Grouper,20260731,rsg,617,3,0658d9032493984f
Cyclosporiasis Additional Context Symptom Codes,2.0.0,acg,11,0,91d9cd7b2d612f0b
Cyclosporiasis Additional Context Symptom Codes,3.0.0,acg,11,0,91d9cd7b2d612f0b
Cyclosporiasis Additional Context Symptom Codes,4.0.0,acg,11,0,91d9cd7b2d612f0b
Cyclosporiasis Additional Context Symptom Codes,5.0.0,acg,11,0,91d9cd7b2d612f0b
Cyclosporiasis Additional Context Symptom Codes,6.0.0,acg,11,0,91d9cd7b2d612f0b
Cyclosporiasis Additional Context Symptom Codes,7.0.0,acg,11,0,91d9cd7b2d612f0b
Cyclosporiasis Reporting Specification Grouper,20241008,rsg,619,19,84ec2edd9b3db2c0
Cyclosporiasis Reporting Specification Grouper,20250328,rsg,624,20,2ca135a4bf23fa19
Cyclosporiasis Reporting Specification Grouper,20250829,rsg,624,20,2ca135a4bf23fa19
Cyclosporiasis Reporting Specification Grouper,20250829,rsg,624,20,2ca135a4bf23fa19
Cyclosporiasis Reporting Specification Grouper,20250829,rsg,624,20,2ca135a4bf23fa19
Cyclosporiasis Reporting Specification Grouper,20260327,rsg,629,20,d6bca9be56df3fac
Cyclosporiasis Reporting Specification Grouper,20260731,rsg,629,20,d6bca9be56df3fac
Cystic Fibrosis Reporting Specification Grouper,20250829,rsg,96,48,d9536aee3131c9d7
Cystic Fibrosis Reporting Specification Grouper,20250829,rsg,96,48,d9536aee3131c9d7
Cystic Fibrosis Reporting Specification Grouper,20250829,rsg,96,48,d9536aee3131c9d7
Cystic Fibrosis Reporting Specification Grouper,20260327,rsg,96,48,d9536aee3131c9d7
Cystic Fibrosis Reporting Specification Grouper,20260731,rsg,96,48,d9536aee3131c9d7
Cysticercosis Reporting Specification Grouper,20241008,rsg,765,75,57b2ec0fd368786d
Cysticercosis Reporting Specification Grouper,20250328,rsg,766,75,71d5ecae3f36ea1a
Cysticercosis Reporting Specification Grouper,20250829,rsg,766,75,2fdaf3930f3d04f3
Cysticercosis Reporting Specification Grouper,20250829,rsg,766,75,2fdaf3930f3d04f3
Cysticercosis Reporting Specification Grouper,20250829,rsg,766,75,2fdaf3930f3d04f3
Cysticercosis Reporting Specification Grouper,20260327,rsg,771,75,31ec393f70e0427a
Cysticercosis Reporting Specification Grouper,20260731,rsg,771,75,31ec393f70e0427a
Dengue Virus Infection Additional Context Clinical Lab Result Codes,2.0.0,acg,5,0,6d1454e933a9c4a6
Dengue Virus Infection Additional Context Clinical Lab Result Codes,3.0.0,acg,5,0,6d1454e933a9c4a6
Dengue Virus Infection Additional Context Clinical Lab Result Codes,4.0.0,acg,5,0,6d1454e933a9c4a6
Dengue Virus Infection Additional Context Clinical Lab Result Codes,5.0.0,acg,5,0,6d1454e933a9c4a6
Dengue Virus Infection Additional Context Clinical Lab Result Codes,6.0.0,acg,5,0,6d1454e933a9c4a6
Dengue Virus Infection Additional Context Clinical Lab Result Codes,7.0.0,acg,5,0,6d1454e933a9c4a6
Dengue Virus Infection Reporting Specification Grouper,20241008,rsg,624,111,585f7d94c5593419
Dengue Virus Infection Reporting Specification Grouper,20250328,rsg,646,114,29ec638aa59762b6
Dengue Virus Infection Reporting Specification Grouper,20250829,rsg,646,114,29ec638aa59762b6
Dengue Virus Infection Reporting Specification Grouper,20250829,rsg,646,114,29ec638aa59762b6
Dengue Virus Infection Reporting Specification Grouper,20250829,rsg,646,114,29ec638aa59762b6
Dengue Virus Infection Reporting Specification Grouper,20260327,rsg,676,118,e5ae3f19a447aafb
Dengue Virus Infection Reporting Specification Grouper,20260731,rsg,676,118,e5ae3f19a447aafb
Diaphragmatic Hernia Reporting Specification Grouper,20250829,rsg,12,11,5943ec6be011d102
Diaphragmatic Hernia Reporting Specification Grouper,20250829,rsg,12,11,5943ec6be011d102
Diaphragmatic Hernia Reporting Specification Grouper,20250829,rsg,12,11,5943ec6be011d102
Diaphragmatic Hernia Reporting Specification Grouper,20260327,rsg,12,11,5943ec6be011d102
Diaphragmatic Hernia Reporting Specification Grouper,20260731,rsg,18,18,9d2db0a839f366c1
Diphtheria Additional Context Immunization Codes,2.0.0,acg,200,0,1e55438bfcc8be23
Diphtheria Additional Context Immunization Codes,3.0.0,acg,200,0,1e55438bfcc8be23
Diphtheria Additional Context Immunization Codes,4.0.0,acg,170,0,8b0362b10572cb2e
Diphtheria Additional Context Immunization Codes,5.0.0,acg,170,0,8b0362b10572cb2e
Diphtheria Additional Context Immunization Codes,6.0.0,acg,200,0,1e55438bfcc8be23
Diphtheria Additional Context Immunization Codes,7.0.0,acg,200,0,1e55438bfcc8be23
Diphtheria Additional Context Medication Codes,2.0.0,acg,1267,0,78f0e79a73ed1300
Diphtheria Additional Context Medication Codes,3.0.0,acg,1267,0,78f0e79a73ed1300
Diphtheria Additional Context Medication Codes,4.0.0,acg,1176,0,d8125b49c779f33b
Diphtheria Additional Context Medication Codes,5.0.0,acg,1176,0,d8125b49c779f33b
Diphtheria Additional Context Medication Codes,6.0.0,acg,1267,0,78f0e79a73ed1300
Diphtheria Additional Context Medication Codes,7.0.0,acg,1267,0,78f0e79a73ed1300
Diphtheria Reporting Specification Grouper,20241008,rsg,566,68,b34785fd412ab08e
Diphtheria Reporting Specification Grouper,20241008,rsg,468,66,132ca4bcb6faab88
Diphtheria Reporting Specification Grouper,20250328,rsg,585,68,9b373c156d97c365
Diphtheria Reporting Specification Grouper,20250328,rsg,468,66,132ca4bcb6faab88
Diphtheria Reporting Specification Grouper,20250829,rsg,474,67,badbce40be4cef9b
Diphtheria Reporting Specification Grouper,20250829,rsg,591,69,e03fa9a606745e61
Diphtheria Reporting Specification Grouper,20250829,rsg,474,67,badbce40be4cef9b
Diphtheria Reporting Specification Grouper,20250829,rsg,591,69,e03fa9a606745e61
Diphtheria Reporting Specification Grouper,20250829,rsg,474,67,badbce40be4cef9b
Diphtheria Reporting Specification Grouper,20250829,rsg,591,69,e03fa9a606745e61
Diphtheria Reporting Specification Grouper,20260327,rsg,475,67,0db8b18cb7439bbe
Diphtheria Reporting Specification Grouper,20260327,rsg,594,69,bb1b25cc7e88ec0e
Diphtheria Reporting Specification Grouper,20260731,rsg,477,69,f2031e0377839f40
Diphtheria Reporting Specification Grouper,20260731,rsg,596,71,514934ab82796b1c
Diphyllobothriasis Reporting Specification Grouper,20241008,rsg,482,25,35a3e3770e4d6305
Diphyllobothriasis Reporting Specification Grouper,20250328,rsg,486,25,b0af7a8b7d635c63
Diphyllobothriasis Reporting Specification Grouper,20250829,rsg,486,25,b0af7a8b7d635c63
Diphyllobothriasis Reporting Specification Grouper,20250829,rsg,486,25,b0af7a8b7d635c63
Diphyllobothriasis Reporting Specification Grouper,20250829,rsg,486,25,b0af7a8b7d635c63
Diphyllobothriasis Reporting Specification Grouper,20260327,rsg,490,25,b22c48e54aa20980
Diphyllobothriasis Reporting Specification Grouper,20260731,rsg,490,25,b22c48e54aa20980
Double Outlet Right Ventricle (DORV) Reporting Specification Grouper,20241008,rsg,12,12,c7f5ef1f200203c1
Double Outlet Right Ventricle (DORV) Reporting Specification Grouper,20250328,rsg,12,12,c7f5ef1f200203c1
Double Outlet Right Ventricle (DORV) Reporting Specification Grouper,20250829,rsg,12,12,c7f5ef1f200203c1
Double Outlet Right Ventricle (DORV) Reporting Specification Grouper,20250829,rsg,12,12,c7f5ef1f200203c1
Double Outlet Right Ventricle (DORV) Reporting Specification Grouper,20250829,rsg,12,12,c7f5ef1f200203c1
Double Outlet Right Ventricle (DORV) Reporting Specification Grouper,20260327,rsg,12,12,c7f5ef1f200203c1
Double Outlet Right Ventricle (DORV) Reporting Specification Grouper,20260731,rsg,12,12,c7f5ef1f200203c1
Down Syndrome Reporting Specification Grouper,20241008,rsg,454,13,ccd1928f3e7364b5
Down Syndrome Reporting Specification Grouper,20250328,rsg,454,13,ccd1928f3e7364b5
Down Syndrome Reporting Specification Grouper,20250829,rsg,594,20,fbe40c927b88de3b
Down Syndrome Reporting Specification Grouper,20250829,rsg,594,20,fbe40c927b88de3b
Down Syndrome Reporting Specification Grouper,20250829,rsg,594,20,fbe40c927b88de3b
Down Syndrome Reporting Specification Grouper,20260327,rsg,594,20,fbe40c927b88de3b
Down Syndrome Reporting Specification Grouper,20260731,rsg,596,23,b68baa8e9fea364b
Drowning and Submersion Reporting Specification Grouper,20241008,rsg,481,481,46fc92f391337e08
Drowning and Submersion Reporting Specification Grouper,20250328,rsg,481,481,46fc92f391337e08
Drowning and Submersion Reporting Specification Grouper,20250829,rsg,481,481,46fc92f391337e08
Drowning and Submersion Reporting Specification Grouper,20250829,rsg,481,481,46fc92f391337e08
Drowning and Submersion Reporting Specification Grouper,20250829,rsg,481,481,46fc92f391337e08
Drowning and Submersion Reporting Specification Grouper,20260327,rsg,481,481,46fc92f391337e08
Drowning and Submersion Reporting Specification Grouper,20260731,rsg,484,484,35283e014a1e773e
"Drug Overdose and Poisoning, Non-opioid Reporting Specification Grouper",20241008,rsg,1575,1035,31815691ded511bb
"Drug Overdose and Poisoning, Non-opioid Reporting Specification Grouper",20250328,rsg,1582,1042,4c6decea301779f6
"Drug Overdose and Poisoning, Non-opioid Reporting Specification Grouper",20250829,rsg,1582,1042,4c6decea301779f6
"Drug Overdose and Poisoning, Non-opioid Reporting Specification Grouper",20250829,rsg,1582,1042,4c6decea301779f6
"Drug Overdose and Poisoning, Non-opioid Reporting Specification Grouper",20250829,rsg,1582,1042,4c6decea301779f6
"Drug Overdose and Poisoning, Non-opioid Reporting Specification Grouper",20260327,rsg,1764,1042,08f224fdbb99b999
"Drug Overdose and Poisoning, Non-opioid Reporting Specification Grouper",20260731,rsg,1764,1042,08f224fdbb99b999
Eastern equine encephalitis virus disease Additional Context Symptom Codes,2.0.0,acg,35,0,106c5c1e5aeeb062
Eastern equine encephalitis virus disease Additional Context Symptom Codes,3.0.0,acg,35,0,106c5c1e5aeeb062
Eastern equine encephalitis virus disease Additional Context Symptom Codes,4.0.0,acg,35,0,106c5c1e5aeeb062
Eastern equine encephalitis virus disease Additional Context Symptom Codes,5.0.0,acg,35,0,106c5c1e5aeeb062
Eastern equine encephalitis virus disease Additional Context Symptom Codes,6.0.0,acg,35,0,106c5c1e5aeeb062
Eastern equine encephalitis virus disease Additional Context Symptom Codes,7.0.0,acg,35,0,106c5c1e5aeeb062
Eastern equine encephalitis virus disease Reporting Specification Grouper,20241008,rsg,493,78,27441ffb718ef618
Eastern equine encephalitis virus disease Reporting Specification Grouper,20250328,rsg,512,78,5236999bc0a185b7
Eastern equine encephalitis virus disease Reporting Specification Grouper,20250829,rsg,512,78,5236999bc0a185b7
Eastern equine encephalitis virus disease Reporting Specification Grouper,20250829,rsg,512,78,5236999bc0a185b7
Eastern equine encephalitis virus disease Reporting Specification Grouper,20250829,rsg,512,78,5236999bc0a185b7
Eastern equine encephalitis virus disease Reporting Specification Grouper,20260327,rsg,515,78,502598694532d427
Eastern equine encephalitis virus disease Reporting Specification Grouper,20260731,rsg,515,78,502598694532d427
Ebstein Anomaly Reporting Specification Grouper,20241008,rsg,6,6,f809d4575ed02dc2
Ebstein Anomaly Reporting Specification Grouper,20250328,rsg,6,6,f809d4575ed02dc2
Ebstein Anomaly Reporting Specification Grouper,20250829,rsg,6,6,f809d4575ed02dc2
Ebstein Anomaly Reporting Specification Grouper,20250829,rsg,6,6,f809d4575ed02dc2
Ebstein Anomaly Reporting Specification Grouper,20250829,rsg,6,6,f809d4575ed02dc2
Ebstein Anomaly Reporting Specification Grouper,20260327,rsg,6,6,f809d4575ed02dc2
Ebstein Anomaly Reporting Specification Grouper,20260731,rsg,9,9,d247f99b1ca80513
Echinococcosis Reporting Specification Grouper,20241008,rsg,570,92,df4b4a707f6298f2
Echinococcosis Reporting Specification Grouper,20250328,rsg,574,92,dd4bd8cb5dfb9e63
Echinococcosis Reporting Specification Grouper,20250829,rsg,574,92,dd4bd8cb5dfb9e63
Echinococcosis Reporting Specification Grouper,20250829,rsg,574,92,dd4bd8cb5dfb9e63
Echinococcosis Reporting Specification Grouper,20250829,rsg,574,92,dd4bd8cb5dfb9e63
Echinococcosis Reporting Specification Grouper,20260327,rsg,578,92,a151ba92325901f5
Echinococcosis Reporting Specification Grouper,20260731,rsg,578,92,a151ba92325901f5
Ehrlichiosis Additional Context Clinical Lab Result Codes,2.0.0,acg,7,0,57ae0449fb0ab1f1
Ehrlichiosis Additional Context Clinical Lab Result Codes,3.0.0,acg,7,0,57ae0449fb0ab1f1
Ehrlichiosis Additional Context Clinical Lab Result Codes,4.0.0,acg,7,0,57ae0449fb0ab1f1
Ehrlichiosis Additional Context Clinical Lab Result Codes,5.0.0,acg,7,0,57ae0449fb0ab1f1
Ehrlichiosis Additional Context Clinical Lab Result Codes,6.0.0,acg,7,0,57ae0449fb0ab1f1
Ehrlichiosis Additional Context Clinical Lab Result Codes,7.0.0,acg,7,0,57ae0449fb0ab1f1
Ehrlichiosis Additional Context Medication Codes,2.0.0,acg,556,0,2d24f2c9e91aa402
Ehrlichiosis Additional Context Medication Codes,3.0.0,acg,556,0,2d24f2c9e91aa402
Ehrlichiosis Additional Context Medication Codes,4.0.0,acg,512,0,5e70c0827843361d
Ehrlichiosis Additional Context Medication Codes,5.0.0,acg,512,0,5e70c0827843361d
Ehrlichiosis Additional Context Medication Codes,6.0.0,acg,556,0,2d24f2c9e91aa402
Ehrlichiosis Additional Context Medication Codes,7.0.0,acg,556,0,2d24f2c9e91aa402
Ehrlichiosis Additional Context Symptom Codes,2.0.0,acg,62,0,fe5edc0fa42ed837
Ehrlichiosis Additional Context Symptom Codes,3.0.0,acg,62,0,fe5edc0fa42ed837
Ehrlichiosis Additional Context Symptom Codes,4.0.0,acg,60,0,e74166ad3a4170cf
Ehrlichiosis Additional Context Symptom Codes,5.0.0,acg,60,0,e74166ad3a4170cf
Ehrlichiosis Additional Context Symptom Codes,6.0.0,acg,62,0,fe5edc0fa42ed837
Ehrlichiosis Additional Context Symptom Codes,7.0.0,acg,62,0,fe5edc0fa42ed837
Ehrlichiosis Reporting Specification Grouper,20241008,rsg,943,47,5e08bbf189aa517e
Ehrlichiosis Reporting Specification Grouper,20250328,rsg,964,47,2af4b33c1d588bf3
Ehrlichiosis Reporting Specification Grouper,20250829,rsg,964,47,2af4b33c1d588bf3
Ehrlichiosis Reporting Specification Grouper,20250829,rsg,964,47,2af4b33c1d588bf3
Ehrlichiosis Reporting Specification Grouper,20250829,rsg,964,47,2af4b33c1d588bf3
Ehrlichiosis Reporting Specification Grouper,20260327,rsg,970,47,af90126e09e28d13
Ehrlichiosis Reporting Specification Grouper,20260731,rsg,970,47,af90126e09e28d13
Encephalitis Reporting Specification Grouper,20241008,rsg,3186,2071,e391eaae9f89dd53
Encephalitis Reporting Specification Grouper,20250328,rsg,3201,2071,bff59d58b51fe7e2
Encephalitis Reporting Specification Grouper,20250829,rsg,3230,2099,6726e5b0839b369c
Encephalitis Reporting Specification Grouper,20250829,rsg,3230,2099,6726e5b0839b369c
Encephalitis Reporting Specification Grouper,20250829,rsg,3230,2099,6726e5b0839b369c
Encephalitis Reporting Specification Grouper,20260327,rsg,3237,2099,c02ec0510bd4318e
Encephalitis Reporting Specification Grouper,20260731,rsg,3261,2123,f2a1d372dd421fb1
Encephalocele Reporting Specification Grouper,20250328,rsg,31,30,67a046ea5be4937f
Encephalocele Reporting Specification Grouper,20250829,rsg,30,30,2dd07540341606d2
Encephalocele Reporting Specification Grouper,20250829,rsg,30,30,2dd07540341606d2
Encephalocele Reporting Specification Grouper,20250829,rsg,30,30,2dd07540341606d2
Encephalocele Reporting Specification Grouper,20260327,rsg,30,30,2dd07540341606d2
Encephalocele Reporting Specification Grouper,20260731,rsg,33,33,2a9c583753d910fd
Escherichia coli Infection Additional Context Clinical Lab Result Codes,6.0.0,acg,26,0,dcfb27392f77460f
Escherichia coli Infection Additional Context Clinical Lab Result Codes,7.0.0,acg,26,0,dcfb27392f77460f
Escherichia coli Infection Additional Context Diagnosis Codes,6.0.0,acg,687,0,ca7f7d8872956c92
Escherichia coli Infection Additional Context Diagnosis Codes,7.0.0,acg,687,0,ca7f7d8872956c92
Escherichia coli Infection Additional Context Medication Codes,6.0.0,acg,3388,0,3d625c5898592063
Escherichia coli Infection Additional Context Medication Codes,7.0.0,acg,3388,0,3d625c5898592063
Escherichia coli Infection Additional Context Specimen Source Codes,2.0.0,acg,2,0,4afb3ce7ed7cd1cc
Escherichia coli Infection Additional Context Specimen Source Codes,3.0.0,acg,2,0,4afb3ce7ed7cd1cc
Escherichia coli Infection Additional Context Specimen Source Codes,4.0.0,acg,2,0,4afb3ce7ed7cd1cc
Escherichia coli Infection Additional Context Specimen Source Codes,5.0.0,acg,2,0,4afb3ce7ed7cd1cc
Escherichia coli Infection Additional Context Specimen Source Codes,6.0.0,acg,2,0,4afb3ce7ed7cd1cc
Escherichia coli Infection Additional Context Specimen Source Codes,7.0.0,acg,2,0,4afb3ce7ed7cd1cc
Escherichia coli Infection Additional Context Symptom Codes,2.0.0,acg,47,0,47466b4b4a3cc6fe
Escherichia coli Infection Additional Context Symptom Codes,3.0.0,acg,47,0,47466b4b4a3cc6fe
Escherichia coli Infection Additional Context Symptom Codes,4.0.0,acg,46,0,b87c43d8549413bb
Escherichia coli Infection Additional Context Symptom Codes,5.0.0,acg,46,0,b87c43d8549413bb
Escherichia coli Infection Additional Context Symptom Codes,6.0.0,acg,916,15,f76ec3e231ace3f5
Escherichia coli Infection Additional Context Symptom Codes,7.0.0,acg,916,15,f76ec3e231ace3f5
Esophageal Atresia/Tracheoesophageal Fistula Reporting Specification Grouper,20250829,rsg,26,26,efc8497826a3dc5a
Esophageal Atresia/Tracheoesophageal Fistula Reporting Specification Grouper,20250829,rsg,26,26,efc8497826a3dc5a
Esophageal Atresia/Tracheoesophageal Fistula Reporting Specification Grouper,20250829,rsg,26,26,efc8497826a3dc5a
Esophageal Atresia/Tracheoesophageal Fistula Reporting Specification Grouper,20260327,rsg,26,26,efc8497826a3dc5a
Esophageal Atresia/Tracheoesophageal Fistula Reporting Specification Grouper,20260731,rsg,26,26,efc8497826a3dc5a
Farmer's Lung Reporting Specification Grouper,20250829,rsg,213,2,f19d7e94e6248a21
Farmer's Lung Reporting Specification Grouper,20250829,rsg,213,2,f19d7e94e6248a21
Farmer's Lung Reporting Specification Grouper,20250829,rsg,213,2,f19d7e94e6248a21
Farmer's Lung Reporting Specification Grouper,20260327,rsg,213,2,f19d7e94e6248a21
Farmer's Lung Reporting Specification Grouper,20260731,rsg,214,2,faf8cb78486a8c5e
Farmer’s Lung Reporting Specification Grouper,20241008,rsg,202,2,64d339962ec3e608
Farmer’s Lung Reporting Specification Grouper,20250328,rsg,202,2,64d339962ec3e608
Fetal Alcohol Spectrum Disorders Reporting Specification Grouper,20250829,rsg,67,4,7fa58efbba2fdf7d
Fetal Alcohol Spectrum Disorders Reporting Specification Grouper,20250829,rsg,67,4,7fa58efbba2fdf7d
Fetal Alcohol Spectrum Disorders Reporting Specification Grouper,20250829,rsg,67,4,7fa58efbba2fdf7d
Fetal Alcohol Spectrum Disorders Reporting Specification Grouper,20260327,rsg,67,4,7fa58efbba2fdf7d
Fetal Alcohol Spectrum Disorders Reporting Specification Grouper,20260731,rsg,70,7,1b2df36aa5daf05f
Firearm-related injury Reporting Specification Grouper,20250328,rsg,233,140,f173d1078007fced
Firearm-related injury Reporting Specification Grouper,20250829,rsg,237,144,738a7411d5c16980
Firearm-related injury Reporting Specification Grouper,20250829,rsg,237,144,738a7411d5c16980
Firearm-related injury Reporting Specification Grouper,20250829,rsg,237,144,738a7411d5c16980
Firearm-related injury Reporting Specification Grouper,20260327,rsg,237,144,738a7411d5c16980
Firearm-related injury Reporting Specification Grouper,20260731,rsg,246,153,767dec7c9b875285
Galactosemia Reporting Specification Grouper,20250328,rsg,89,20,21c6df9444d9ff25
Galactosemia Reporting Specification Grouper,20250829,rsg,89,20,21c6df9444d9ff25
Galactosemia Reporting Specification Grouper,20250829,rsg,89,20,21c6df9444d9ff25
Galactosemia Reporting Specification Grouper,20250829,rsg,89,20,21c6df9444d9ff25
Galactosemia Reporting Specification Grouper,20260327,rsg,54,20,d4cb469a24bb6a7c
Galactosemia Reporting Specification Grouper,20260731,rsg,54,20,d4cb469a24bb6a7c
Gastroschisis Reporting Specification Grouper,20241008,rsg,3,3,04bcb5543a1d110c
Gastroschisis Reporting Specification Grouper,20250328,rsg,3,3,04bcb5543a1d110c
Gastroschisis Reporting Specification Grouper,20250829,rsg,3,3,04bcb5543a1d110c
Gastroschisis Reporting Specification Grouper,20250829,rsg,3,3,04bcb5543a1d110c
Gastroschisis Reporting Specification Grouper,20250829,rsg,3,3,04bcb5543a1d110c
Gastroschisis Reporting Specification Grouper,20260327,rsg,3,3,04bcb5543a1d110c
Gastroschisis Reporting Specification Grouper,20260731,rsg,3,3,04bcb5543a1d110c
Genital Warts Additional Context Medication Codes,2.0.0,acg,52,0,90b8d1ee2e9c6703
Genital Warts Additional Context Medication Codes,3.0.0,acg,52,0,90b8d1ee2e9c6703
Genital Warts Additional Context Medication Codes,4.0.0,acg,50,0,e56506cd1fc6c9c5
Genital Warts Additional Context Medication Codes,5.0.0,acg,50,0,e56506cd1fc6c9c5
Genital Warts Additional Context Medication Codes,6.0.0,acg,52,0,90b8d1ee2e9c6703
